korean,category_guess,source_sentence,is_registered,matched_glossary_term,note
학교종,일정,4월 26일까지 알레르기 조사서를 앱으로 내 주세요,N,알레르기; 조사서,preferred_vi 입력 필요
알레르기 조사서 4월,일정,알레르기 조사서를 4월 26일까지 학교종이 앱으로 제출해 주세요,N,알레르기; 학교종이; 조사서; 제출,preferred_vi 입력 필요
알레르기조사서4월,일정,알레르기 조사서를 4월 26일까지 학교종이 앱으로 제출해 주세요,N,알레르기; 학교종이; 조사서; 제출,preferred_vi 입력 필요
조사서 4월,일정,알레르기 조사서를 4월 26일까지 학교종이 앱으로 제출해 주세요,N,알레르기; 학교종이; 조사서; 제출,preferred_vi 입력 필요
조사서 4월 26일,일정,알레르기 조사서를 4월 26일까지 학교종이 앱으로 제출해 주세요,N,알레르기; 학교종이; 조사서; 제출,preferred_vi 입력 필요
조사서4월,일정,알레르기 조사서를 4월 26일까지 학교종이 앱으로 제출해 주세요,N,알레르기; 학교종이; 조사서; 제출,preferred_vi 입력 필요
조사서4월26일,일정,알레르기 조사서를 4월 26일까지 학교종이 앱으로 제출해 주세요,N,알레르기; 학교종이; 조사서; 제출,preferred_vi 입력 필요
학교종이,일정,알레르기 조사서를 4월 26일까지 학교종이 앱으로 제출해 주세요,Y,알레르기; 학교종이; 조사서; 제출,기존 사전 용어
5월10일,일정,5월 10일 금요일에 봄 소풍을 갑니다,N,소풍,preferred_vi 입력 필요
봄소풍,일정,5월 10일 금요일에 봄 소풍을 갑니다,N,소풍,preferred_vi 입력 필요
소풍,일정,5월 10일 금요일에 봄 소풍을 갑니다,Y,소풍,기존 사전 용어
62000원,제출,졸업앨범을 신청한 사람만 62000원을 냅니다,N,,preferred_vi 입력 필요
졸업앨범비,제출,졸업앨범을 신청한 사람만 62000원을 냅니다,N,,preferred_vi 입력 필요
신청자,제출,졸업앨범비 62000원은 신청자에 한해 납부합니다,N,납부,preferred_vi 입력 필요
졸업앨범비 62000원,제출,졸업앨범비 62000원은 신청자에 한해 납부합니다,N,납부,preferred_vi 입력 필요
졸업앨범비 62000원 신청자,제출,졸업앨범비 62000원은 신청자에 한해 납부합니다,N,납부,preferred_vi 입력 필요
졸업앨범비62000원,제출,졸업앨범비 62000원은 신청자에 한해 납부합니다,N,납부,preferred_vi 입력 필요
졸업앨범비62000원신청자,제출,졸업앨범비 62000원은 신청자에 한해 납부합니다,N,납부,preferred_vi 입력 필요
사이버폭력,일정,금요일까지 사이버폭력 예방 서약서를 내 주세요,N,,preferred_vi 입력 필요
서약서,일정,금요일까지 사이버폭력 예방 서약서를 내 주세요,N,,preferred_vi 입력 필요
21일,일정,4월 21일에 과학의 날 행사를 합니다,N,,preferred_vi 입력 필요
21일 과학 행사,일정,4월 21일에 과학의 날 행사를 합니다,N,,preferred_vi 입력 필요
21일과학행사,일정,4월 21일에 과학의 날 행사를 합니다,N,,preferred_vi 입력 필요
과학 행사,일정,4월 21일에 과학의 날 행사를 합니다,N,,preferred_vi 입력 필요
과학의날,일정,4월 21일에 과학의 날 행사를 합니다,N,,preferred_vi 입력 필요
과학행사,일정,4월 21일에 과학의 날 행사를 합니다,N,,preferred_vi 입력 필요
행사,일정,4월 21일에 과학의 날 행사를 합니다,N,,preferred_vi 입력 필요
과학 행사 4월,일정,과학의 날 행사는 4월 21일 각 교실에서 진행됩니다,N,,preferred_vi 입력 필요
과학행사4월,일정,과학의 날 행사는 4월 21일 각 교실에서 진행됩니다,N,,preferred_vi 입력 필요
행사 4월,일정,과학의 날 행사는 4월 21일 각 교실에서 진행됩니다,N,,preferred_vi 입력 필요
행사 4월 21일,일정,과학의 날 행사는 4월 21일 각 교실에서 진행됩니다,N,,preferred_vi 입력 필요
행사4월,일정,과학의 날 행사는 4월 21일 각 교실에서 진행됩니다,N,,preferred_vi 입력 필요
행사4월21일,일정,과학의 날 행사는 4월 21일 각 교실에서 진행됩니다,N,,preferred_vi 입력 필요
5000원입니다,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
구입비,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
구입비 5000원입니다,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
구입비5000원입니다,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
단체 사진 구입비,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
단체사진,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
단체사진구입비,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
사진 구입비,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
사진 구입비 5000원입니다,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
사진구입비,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
사진구입비5000원입니다,비용,단체 사진 구입비는 5000원입니다,N,,preferred_vi 입력 필요
18000원,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,N,스쿨뱅킹; 교육비,preferred_vi 입력 필요
교육비,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,Y,스쿨뱅킹; 교육비,기존 사전 용어
교육비 18000원,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,N,스쿨뱅킹; 교육비,preferred_vi 입력 필요
교육비 18000원 스쿨뱅킹,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,N,스쿨뱅킹; 교육비,preferred_vi 입력 필요
교육비18000원,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,N,스쿨뱅킹; 교육비,preferred_vi 입력 필요
교육비18000원스쿨뱅킹,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,N,스쿨뱅킹; 교육비,preferred_vi 입력 필요
생존수영,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,N,스쿨뱅킹; 교육비,preferred_vi 입력 필요
생존수영 교육비,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,N,스쿨뱅킹; 교육비,preferred_vi 입력 필요
생존수영 교육비 18000원,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,N,스쿨뱅킹; 교육비,preferred_vi 입력 필요
생존수영교육비,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,N,스쿨뱅킹; 교육비,preferred_vi 입력 필요
생존수영교육비18000원,비용,생존수영 교육비 18000원이 스쿨뱅킹으로 빠져나갑니다,N,스쿨뱅킹; 교육비,preferred_vi 입력 필요
10시 수료식,일정,2월 14일 오전 10시에 수료식이 있습니다,N,,preferred_vi 입력 필요
10시수료식,일정,2월 14일 오전 10시에 수료식이 있습니다,N,,preferred_vi 입력 필요
14일,일정,2월 14일 오전 10시에 수료식이 있습니다,N,,preferred_vi 입력 필요
14일 10시 수료식,일정,2월 14일 오전 10시에 수료식이 있습니다,N,,preferred_vi 입력 필요
14일10시수료식,일정,2월 14일 오전 10시에 수료식이 있습니다,N,,preferred_vi 입력 필요
교실,일정,2월 14일 오전 10시에 수료식이 있습니다,N,,preferred_vi 입력 필요
수료식,일정,2월 14일 오전 10시에 수료식이 있습니다,N,,preferred_vi 입력 필요
수료식 2월,일정,수료식은 2월 14일 금요일 오전 10시에 각 교실에서 진행됩니다,N,,preferred_vi 입력 필요
수료식 2월 14일,일정,수료식은 2월 14일 금요일 오전 10시에 각 교실에서 진행됩니다,N,,preferred_vi 입력 필요
수료식2월,일정,수료식은 2월 14일 금요일 오전 10시에 각 교실에서 진행됩니다,N,,preferred_vi 입력 필요
수료식2월14일,일정,수료식은 2월 14일 금요일 오전 10시에 각 교실에서 진행됩니다,N,,preferred_vi 입력 필요
18000원입니다,비용,우유 급식비는 한 달 18000원입니다,N,급식비; 급식,preferred_vi 입력 필요
급식비,비용,우유 급식비는 한 달 18000원입니다,Y,급식비; 급식,기존 사전 용어
급식비 18000원입니다,비용,우유 급식비는 한 달 18000원입니다,N,급식비; 급식,preferred_vi 입력 필요
급식비18000원입니다,비용,우유 급식비는 한 달 18000원입니다,N,급식비; 급식,preferred_vi 입력 필요
우유 급식비,비용,우유 급식비는 한 달 18000원입니다,N,급식비; 급식,preferred_vi 입력 필요
우유 급식비 18000원입니다,비용,우유 급식비는 한 달 18000원입니다,N,급식비; 급식,preferred_vi 입력 필요
우유급식비,비용,우유 급식비는 한 달 18000원입니다,N,급식비; 급식,preferred_vi 입력 필요
우유급식비18000원입니다,비용,우유 급식비는 한 달 18000원입니다,N,급식비; 급식,preferred_vi 입력 필요
급식비 18000원,비용,우유 급식비는 한 달 18000원이며 스쿨뱅킹으로 납부됩니다,N,스쿨뱅킹; 급식비; 급식; 납부,preferred_vi 입력 필요
급식비 18000원 스쿨뱅킹,비용,우유 급식비는 한 달 18000원이며 스쿨뱅킹으로 납부됩니다,N,스쿨뱅킹; 급식비; 급식; 납부,preferred_vi 입력 필요
급식비18000원,비용,우유 급식비는 한 달 18000원이며 스쿨뱅킹으로 납부됩니다,N,스쿨뱅킹; 급식비; 급식; 납부,preferred_vi 입력 필요
급식비18000원스쿨뱅킹,비용,우유 급식비는 한 달 18000원이며 스쿨뱅킹으로 납부됩니다,N,스쿨뱅킹; 급식비; 급식; 납부,preferred_vi 입력 필요
납부됩니다,비용,우유 급식비는 한 달 18000원이며 스쿨뱅킹으로 납부됩니다,N,스쿨뱅킹; 급식비; 급식; 납부,preferred_vi 입력 필요
우유 급식비 18000원,비용,우유 급식비는 한 달 18000원이며 스쿨뱅킹으로 납부됩니다,N,스쿨뱅킹; 급식비; 급식; 납부,preferred_vi 입력 필요
우유급식비18000원,비용,우유 급식비는 한 달 18000원이며 스쿨뱅킹으로 납부됩니다,N,스쿨뱅킹; 급식비; 급식; 납부,preferred_vi 입력 필요
지정도서,기타,지정 도서는 학교 홈페이지에서 볼 수 있습니다,N,,preferred_vi 입력 필요
흡연예방,건강·안전,흡연 예방 활동지를 써서 내 주세요,N,,preferred_vi 입력 필요
예방교육 가정,제출,흡연 예방교육 가정 연계 활동지를 작성해 제출해 주세요,N,제출,preferred_vi 입력 필요
예방교육 가정 연계,제출,흡연 예방교육 가정 연계 활동지를 작성해 제출해 주세요,N,제출,preferred_vi 입력 필요
예방교육가정,제출,흡연 예방교육 가정 연계 활동지를 작성해 제출해 주세요,N,제출,preferred_vi 입력 필요
예방교육가정연계,제출,흡연 예방교육 가정 연계 활동지를 작성해 제출해 주세요,N,제출,preferred_vi 입력 필요
흡연 예방교육,제출,흡연 예방교육 가정 연계 활동지를 작성해 제출해 주세요,N,제출,preferred_vi 입력 필요
흡연 예방교육 가정,제출,흡연 예방교육 가정 연계 활동지를 작성해 제출해 주세요,N,제출,preferred_vi 입력 필요
흡연예방교육,제출,흡연 예방교육 가정 연계 활동지를 작성해 제출해 주세요,N,제출,preferred_vi 입력 필요
흡연예방교육가정,제출,흡연 예방교육 가정 연계 활동지를 작성해 제출해 주세요,N,제출,preferred_vi 입력 필요
11일,일정,5월 11일 오전에 가족 참여 수업이 있습니다,N,,preferred_vi 입력 필요
11일 가족 수업,일정,5월 11일 오전에 가족 참여 수업이 있습니다,N,,preferred_vi 입력 필요
11일가족수업,일정,5월 11일 오전에 가족 참여 수업이 있습니다,N,,preferred_vi 입력 필요
가족 수업,일정,5월 11일 오전에 가족 참여 수업이 있습니다,N,,preferred_vi 입력 필요
가족수업,일정,5월 11일 오전에 가족 참여 수업이 있습니다,N,,preferred_vi 입력 필요
가족참여수업,일정,5월 11일 오전에 가족 참여 수업이 있습니다,N,,preferred_vi 입력 필요
가족 수업 5월,일정,가족 참여 수업은 5월 11일 토요일 오전에 진행됩니다,N,,preferred_vi 입력 필요
가족수업5월,일정,가족 참여 수업은 5월 11일 토요일 오전에 진행됩니다,N,,preferred_vi 입력 필요
수업 5월,일정,가족 참여 수업은 5월 11일 토요일 오전에 진행됩니다,N,,preferred_vi 입력 필요
수업 5월 11일,일정,가족 참여 수업은 5월 11일 토요일 오전에 진행됩니다,N,,preferred_vi 입력 필요
수업5월,일정,가족 참여 수업은 5월 11일 토요일 오전에 진행됩니다,N,,preferred_vi 입력 필요
수업5월11일,일정,가족 참여 수업은 5월 11일 토요일 오전에 진행됩니다,N,,preferred_vi 입력 필요
토요일,일정,가족 참여 수업은 5월 11일 토요일 오전에 진행됩니다,N,,preferred_vi 입력 필요
8일,일정,5월 8일에 학급 사진을 찍습니다,N,학급,preferred_vi 입력 필요
월요일 현장학습,일정,월요일까지 현장학습 동의서를 내 주세요,N,동의서,preferred_vi 입력 필요
월요일 현장학습 동의서,일정,월요일까지 현장학습 동의서를 내 주세요,N,동의서,preferred_vi 입력 필요
월요일현장학습,일정,월요일까지 현장학습 동의서를 내 주세요,N,동의서,preferred_vi 입력 필요
월요일현장학습동의서,일정,월요일까지 현장학습 동의서를 내 주세요,N,동의서,preferred_vi 입력 필요
현장학습 동의서,일정,월요일까지 현장학습 동의서를 내 주세요,N,동의서,preferred_vi 입력 필요
현장학습동의서,일정,월요일까지 현장학습 동의서를 내 주세요,N,동의서,preferred_vi 입력 필요
동의서 월요일,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
동의서 월요일 제출해,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
동의서월요일,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
동의서월요일제출해,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
참가 동의서,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
참가 동의서 월요일,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
참가동의서,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
참가동의서월요일,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
현장학습 참,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
현장학습 참가 동의서,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
현장학습참,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
현장학습참가동의서,일정,현장학습 참가 동의서를 월요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
민방위,기타,훈련 때는 학교 방송을 따라 움직입니다,N,,preferred_vi 입력 필요
훈련,기타,훈련 때는 학교 방송을 따라 움직입니다,N,,preferred_vi 입력 필요
훈련 때,기타,훈련 때는 학교 방송을 따라 움직입니다,N,,preferred_vi 입력 필요
훈련 때는 방송,기타,훈련 때는 학교 방송을 따라 움직입니다,N,,preferred_vi 입력 필요
훈련때,기타,훈련 때는 학교 방송을 따라 움직입니다,N,,preferred_vi 입력 필요
훈련때는방송,기타,훈련 때는 학교 방송을 따라 움직입니다,N,,preferred_vi 입력 필요
민방위 훈련,기타,민방위 훈련 중에는 학교 안내 방송에 따라 이동합니다,N,,preferred_vi 입력 필요
민방위 훈련 중,기타,민방위 훈련 중에는 학교 안내 방송에 따라 이동합니다,N,,preferred_vi 입력 필요
민방위훈련,기타,민방위 훈련 중에는 학교 안내 방송에 따라 이동합니다,N,,preferred_vi 입력 필요
민방위훈련중,기타,민방위 훈련 중에는 학교 안내 방송에 따라 이동합니다,N,,preferred_vi 입력 필요
훈련 중,기타,민방위 훈련 중에는 학교 안내 방송에 따라 이동합니다,N,,preferred_vi 입력 필요
훈련 중에 안내,기타,민방위 훈련 중에는 학교 안내 방송에 따라 이동합니다,N,,preferred_vi 입력 필요
훈련중,기타,민방위 훈련 중에는 학교 안내 방송에 따라 이동합니다,N,,preferred_vi 입력 필요
훈련중에안내,기타,민방위 훈련 중에는 학교 안내 방송에 따라 이동합니다,N,,preferred_vi 입력 필요
노선변경,제출,차량 노선 변경은 전날 오후 4시까지 신청해 주세요,N,,preferred_vi 입력 필요
하원차량,제출,차량 노선 변경은 전날 오후 4시까지 신청해 주세요,N,,preferred_vi 입력 필요
금요일 유아 기초조사서,일정,금요일까지 유아 기초조사서를 내 주세요,N,조사서,preferred_vi 입력 필요
금요일유아기초조사서,일정,금요일까지 유아 기초조사서를 내 주세요,N,조사서,preferred_vi 입력 필요
유아 기초조사서,일정,금요일까지 유아 기초조사서를 내 주세요,N,조사서,preferred_vi 입력 필요
유아기초조사서,일정,금요일까지 유아 기초조사서를 내 주세요,N,조사서,preferred_vi 입력 필요
기초조사서 이번,일정,유아 기초조사서를 이번 주 금요일까지 제출해 주세요,N,조사서; 제출,preferred_vi 입력 필요
기초조사서 이번 금요일,일정,유아 기초조사서를 이번 주 금요일까지 제출해 주세요,N,조사서; 제출,preferred_vi 입력 필요
기초조사서이번,일정,유아 기초조사서를 이번 주 금요일까지 제출해 주세요,N,조사서; 제출,preferred_vi 입력 필요
기초조사서이번금요일,일정,유아 기초조사서를 이번 주 금요일까지 제출해 주세요,N,조사서; 제출,preferred_vi 입력 필요
유아 기초조사서 이번,일정,유아 기초조사서를 이번 주 금요일까지 제출해 주세요,N,조사서; 제출,preferred_vi 입력 필요
유아기초조사서이번,일정,유아 기초조사서를 이번 주 금요일까지 제출해 주세요,N,조사서; 제출,preferred_vi 입력 필요
도시락 물티슈 준비해,일정,현장체험학습 날 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
도시락물티슈준비해,일정,현장체험학습 날 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
물티슈,일정,현장체험학습 날 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
물티슈 준비해,일정,현장체험학습 날 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
물티슈준비해,일정,현장체험학습 날 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
현장체험학습,일정,현장체험학습 날 도시락 물 물티슈를 준비해 주세요,Y,현장체험학습; 체험학습; 도시락,기존 사전 용어
현장체험학습 도시락,일정,현장체험학습 날 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
현장체험학습 도시락 물티슈,일정,현장체험학습 날 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
현장체험학습도시락,일정,현장체험학습 날 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
현장체험학습도시락물티슈,일정,현장체험학습 날 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
현장체험학습 당일,일정,현장체험학습 당일에는 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
현장체험학습 당일 도시락,일정,현장체험학습 당일에는 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
현장체험학습당일,일정,현장체험학습 당일에는 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
현장체험학습당일도시락,일정,현장체험학습 당일에는 도시락 물 물티슈를 준비해 주세요,N,현장체험학습; 체험학습; 도시락,preferred_vi 입력 필요
아동학대,건강·안전,아동학대 예방 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
아동학대 예방 안내문,건강·안전,아동학대 예방 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
아동학대예방안내문,건강·안전,아동학대 예방 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
안내문 확인해,건강·안전,아동학대 예방 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
안내문확인해,건강·안전,아동학대 예방 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
예방 안내문,건강·안전,아동학대 예방 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
예방 안내문 확인해,건강·안전,아동학대 예방 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
예방안내문,건강·안전,아동학대 예방 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
예방안내문확인해,건강·안전,아동학대 예방 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
안내문 보호자,건강·안전,가정 내 아동학대 예방 안내문을 보호자께서 확인해 주세요,N,보호자; 안내문,preferred_vi 입력 필요
안내문 보호자 확인해,건강·안전,가정 내 아동학대 예방 안내문을 보호자께서 확인해 주세요,N,보호자; 안내문,preferred_vi 입력 필요
안내문보호자,건강·안전,가정 내 아동학대 예방 안내문을 보호자께서 확인해 주세요,N,보호자; 안내문,preferred_vi 입력 필요
안내문보호자확인해,건강·안전,가정 내 아동학대 예방 안내문을 보호자께서 확인해 주세요,N,보호자; 안내문,preferred_vi 입력 필요
예방 안내문 보호자,건강·안전,가정 내 아동학대 예방 안내문을 보호자께서 확인해 주세요,N,보호자; 안내문,preferred_vi 입력 필요
예방안내문보호자,건강·안전,가정 내 아동학대 예방 안내문을 보호자께서 확인해 주세요,N,보호자; 안내문,preferred_vi 입력 필요
병원,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
병원 진료,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
병원 진료 필요하면,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
병원진료,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
병원진료필요하면,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
시력검사,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
시력검사 병원,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
시력검사 병원 진료,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
시력검사병원,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
시력검사병원진료,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
안과,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
진료,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
진료 필요하면,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
진료 필요하면 안내문,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
진료필요하면,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
진료필요하면안내문,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
필요하면 안내문,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
필요하면 안내문 확인해,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
필요하면안내문,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
필요하면안내문확인해,비용,시력검사 후 병원 진료가 필요하면 안내문을 확인해 주세요,N,안내문,preferred_vi 입력 필요
가정통신문,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,Y,가정통신문,기존 사전 용어
가정통신문 확인해,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
가정통신문확인해,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
결과 안과 진료,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
결과안과진료,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
시력검사 결,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
시력검사 결과 안,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
시력검사결,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
시력검사결과안,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
안과 진료,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
안과 진료 필요한,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
안과진료,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
안과진료필요한,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
진료 필요한,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
진료 필요한 가정통신문,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
진료필요한,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
진료필요한가정통신문,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
필요한 가정통신문,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
필요한 가정통신문 확인해,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
필요한가정통신문,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
필요한가정통신문확인해,기타,시력검사 결과 안과 진료가 필요한 학생은 가정통신문을 확인해 주세요,N,가정통신문,preferred_vi 입력 필요
졸업식,일정,2월 7일 오전 10시에 졸업식이 있습니다,Y,졸업식,기존 사전 용어
체육관,일정,2월 7일 오전 10시에 졸업식이 있습니다,N,졸업식,preferred_vi 입력 필요
와이파,기타,와이파이 사용 서약서를 내 주세요,N,,preferred_vi 입력 필요
정보보호,기타,와이파이 사용 서약서를 내 주세요,N,,preferred_vi 입력 필요
30분 원격수업,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
30분 원격수업 출석,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
30분원격수업,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
30분원격수업출석,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
9시 30분 원격수업,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
