korean,category_guess,source_sentence,is_registered,matched_glossary_term,note
9시30분원격수업,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
원격수업,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
원격수업 출석,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
원격수업 출석 확인해,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
원격수업출석,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
원격수업출석확인해,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
출석확인,일정,오전 9시 30분까지 원격수업 출석을 확인해 주세요,N,,preferred_vi 입력 필요
30분 완료해야,일정,원격수업 출석 확인은 오전 9시 30분까지 완료해야 합니다,N,,preferred_vi 입력 필요
30분완료해야,일정,원격수업 출석 확인은 오전 9시 30분까지 완료해야 합니다,N,,preferred_vi 입력 필요
9시 30분 완료해야,일정,원격수업 출석 확인은 오전 9시 30분까지 완료해야 합니다,N,,preferred_vi 입력 필요
9시30분완료해야,일정,원격수업 출석 확인은 오전 9시 30분까지 완료해야 합니다,N,,preferred_vi 입력 필요
완료해야,일정,원격수업 출석 확인은 오전 9시 30분까지 완료해야 합니다,N,,preferred_vi 입력 필요
원격수업 출석 9시,일정,원격수업 출석 확인은 오전 9시 30분까지 완료해야 합니다,N,,preferred_vi 입력 필요
원격수업출석9시,일정,원격수업 출석 확인은 오전 9시 30분까지 완료해야 합니다,N,,preferred_vi 입력 필요
월요일 현장체험학습,일정,다음 주 월요일까지 현장체험학습 신청서를 내 주세요,N,현장체험학습; 체험학습; 신청서,preferred_vi 입력 필요
월요일 현장체험학습 신청서,일정,다음 주 월요일까지 현장체험학습 신청서를 내 주세요,N,현장체험학습; 체험학습; 신청서,preferred_vi 입력 필요
월요일현장체험학습,일정,다음 주 월요일까지 현장체험학습 신청서를 내 주세요,N,현장체험학습; 체험학습; 신청서,preferred_vi 입력 필요
월요일현장체험학습신청서,일정,다음 주 월요일까지 현장체험학습 신청서를 내 주세요,N,현장체험학습; 체험학습; 신청서,preferred_vi 입력 필요
현장체험학습 신청서,일정,다음 주 월요일까지 현장체험학습 신청서를 내 주세요,N,현장체험학습; 체험학습; 신청서,preferred_vi 입력 필요
현장체험학습신청서,일정,다음 주 월요일까지 현장체험학습 신청서를 내 주세요,N,현장체험학습; 체험학습; 신청서,preferred_vi 입력 필요
신청서 담임선생님께,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
신청서 담임선생님께 제출해,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
신청서담임선생님께,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
신청서담임선생님께제출해,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
월요일 현장체험학습 참,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
월요일현장체험학습참,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
참가 신청서,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
참가 신청서 담임선생님께,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
참가신청서,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
참가신청서담임선생님께,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
현장체험학습 참,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
현장체험학습 참가 신청서,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
현장체험학습참,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
현장체험학습참가신청서,일정,다음 주 월요일 현장체험학습 참가 신청서를 담임선생님께 제출해 주세요,N,현장체험학습; 체험학습; 신청서; 제출,preferred_vi 입력 필요
인원,비용,참석 인원을 키즈노트로 알려 주세요,N,키즈노트,preferred_vi 입력 필요
참석인원,비용,참석 인원을 키즈노트로 알려 주세요,N,키즈노트,preferred_vi 입력 필요
가족 수업 참석,일정,가족 참여 수업 참석 인원을 키즈노트로 알려 주세요,N,키즈노트,preferred_vi 입력 필요
가족수업참석,일정,가족 참여 수업 참석 인원을 키즈노트로 알려 주세요,N,키즈노트,preferred_vi 입력 필요
수업 참석,일정,가족 참여 수업 참석 인원을 키즈노트로 알려 주세요,N,키즈노트,preferred_vi 입력 필요
수업 참석 인원,일정,가족 참여 수업 참석 인원을 키즈노트로 알려 주세요,N,키즈노트,preferred_vi 입력 필요
수업참석,일정,가족 참여 수업 참석 인원을 키즈노트로 알려 주세요,N,키즈노트,preferred_vi 입력 필요
수업참석인원,일정,가족 참여 수업 참석 인원을 키즈노트로 알려 주세요,N,키즈노트,preferred_vi 입력 필요
10시 공개수업,일정,5월 24일 오전 10시에 공개수업이 있습니다,N,공개수업,preferred_vi 입력 필요
10시공개수업,일정,5월 24일 오전 10시에 공개수업이 있습니다,N,공개수업,preferred_vi 입력 필요
24일,일정,5월 24일 오전 10시에 공개수업이 있습니다,N,공개수업,preferred_vi 입력 필요
24일 10시 공개수업,일정,5월 24일 오전 10시에 공개수업이 있습니다,N,공개수업,preferred_vi 입력 필요
24일10시공개수업,일정,5월 24일 오전 10시에 공개수업이 있습니다,N,공개수업,preferred_vi 입력 필요
공개수업 5월,일정,학부모 공개수업은 5월 24일 금요일 오전 10시에 시작합니다,N,공개수업,preferred_vi 입력 필요
공개수업 5월 24일,일정,학부모 공개수업은 5월 24일 금요일 오전 10시에 시작합니다,N,공개수업,preferred_vi 입력 필요
공개수업5월,일정,학부모 공개수업은 5월 24일 금요일 오전 10시에 시작합니다,N,공개수업,preferred_vi 입력 필요
공개수업5월24일,일정,학부모 공개수업은 5월 24일 금요일 오전 10시에 시작합니다,N,공개수업,preferred_vi 입력 필요
운동장 축구부 공개수업,일정,4월 12일 운동장에서 축구부 공개수업이 있습니다,N,공개수업,preferred_vi 입력 필요
운동장축구부공개수업,일정,4월 12일 운동장에서 축구부 공개수업이 있습니다,N,공개수업,preferred_vi 입력 필요
축구부,일정,4월 12일 운동장에서 축구부 공개수업이 있습니다,N,공개수업,preferred_vi 입력 필요
축구부 공개수업,일정,4월 12일 운동장에서 축구부 공개수업이 있습니다,N,공개수업,preferred_vi 입력 필요
축구부공개수업,일정,4월 12일 운동장에서 축구부 공개수업이 있습니다,N,공개수업,preferred_vi 입력 필요
공개수업 4월,일정,축구부 공개수업은 4월 12일 운동장에서 진행됩니다,N,공개수업,preferred_vi 입력 필요
공개수업 4월 12일,일정,축구부 공개수업은 4월 12일 운동장에서 진행됩니다,N,공개수업,preferred_vi 입력 필요
공개수업4월,일정,축구부 공개수업은 4월 12일 운동장에서 진행됩니다,N,공개수업,preferred_vi 입력 필요
공개수업4월12일,일정,축구부 공개수업은 4월 12일 운동장에서 진행됩니다,N,공개수업,preferred_vi 입력 필요
축구부 공개수업 4월,일정,축구부 공개수업은 4월 12일 운동장에서 진행됩니다,N,공개수업,preferred_vi 입력 필요
축구부공개수업4월,일정,축구부 공개수업은 4월 12일 운동장에서 진행됩니다,N,공개수업,preferred_vi 입력 필요
사진,일정,생일잔치 사진은 키즈노트에서 볼 수 있습니다,N,키즈노트,preferred_vi 입력 필요
간식 준비하므,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
간식 준비하므 개인,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
간식준비하므,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
간식준비하므개인,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
생일잔치 간식 준비하므,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
생일잔치간식준비하므,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
준비하므,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
준비하므 개인,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
준비하므 개인 간식,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
준비하므개인,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
준비하므개인간식,일정,학급 생일잔치 간식은 학교에서 준비하므로 개인 간식은 보내지 않습니다,N,간식; 학급,preferred_vi 입력 필요
급식 모니터링 신청서,제출,급식 모니터링 신청서를 내 주세요,N,신청서; 급식,preferred_vi 입력 필요
급식모니터링신청서,제출,급식 모니터링 신청서를 내 주세요,N,신청서; 급식,preferred_vi 입력 필요
모니터링 신청서,제출,급식 모니터링 신청서를 내 주세요,N,신청서; 급식,preferred_vi 입력 필요
모니터링신청서,제출,급식 모니터링 신청서를 내 주세요,N,신청서; 급식,preferred_vi 입력 필요
모니터링 신청서 제출해,제출,학부모 참여 급식 모니터링 신청서를 제출해 주세요,N,신청서; 급식; 제출,preferred_vi 입력 필요
모니터링신청서제출해,제출,학부모 참여 급식 모니터링 신청서를 제출해 주세요,N,신청서; 급식; 제출,preferred_vi 입력 필요
특성화 활동 신청서,일정,3월 15일까지 특성화 활동 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
특성화활동,일정,3월 15일까지 특성화 활동 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
특성화활동신청서,일정,3월 15일까지 특성화 활동 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
활동 신청서,일정,3월 15일까지 특성화 활동 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
활동신청서,일정,3월 15일까지 특성화 활동 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
신청서 3월,일정,방과후 특성화 활동 신청서는 3월 15일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
